,title,pub_date,url,come,abstract
60,一位外国妹子的学习总结。哈哈哈哈...汉语博大精深...,2017年10月22日,http://www.cqtimes.cn/news/article/id/2366505/nowCat/242.html,凤凰网,"原标题:哈哈[ 健身之后 自从健身之后,我的饮食习惯就变了。以前吃美食想都不想就吃,现在要先  查看更多相关新闻>>  -  百度快照"
61,"有个网友在日推上询问怎么用手动充值卡,哈哈哈哈哈哈哈,笑死我了...",2017年10月22日,http://www.cqtimes.cn/news/article/id/2378223/nowCat/242.html,网易,"罗贝托回到中场后发挥了突击力强的优势,保利尼奥则扮演了伪中锋的角色。在第85分钟时,梅西和保利尼奥进行了一次“巴萨式”的撞墙式配合。梅西在禁区左侧送出横敲后...  查看更多相关新闻>>  -  百度快照"
62,哈哈教育林成根张非池深度剖析学习奥数的五大好处,2017年10月21日,http://learning.sohu.com/20171008/n516426881.shtml,网易,"NBA常规赛继续进行,在昨天大比分输给快船之后,湖人这场客场面对太阳,控球后卫鲍尔打出正名一战,他全场27投12中,轰下29分11篮板9助攻的准三双,也帮助湖人艰难赢...  查看更多相关新闻>>  -  百度快照"
63,又惹事?恒大悍将疑挑衅球迷:你们评论不了哈哈,2017年10月21日,http://sports.le.com/news/1507269797082.html,爱豆网,"鹿晗先生是我有生之年见过将“哈哈”一词运用得最得心应手的人,他不拘泥于形式,哈哈的应用位置多变,时而在句首,时而在句尾,短短的两个字却蕴含了无尽的深意...  查看更多相关新闻>>  -  百度快照"
64,"黑帮老大和青春期的叛逆儿子,哈哈神经病",2017年10月21日,http://www.jiemian.com/video/AGcCMghnB24BPVVn.html,凤凰网,"哈哈哈,这是有多饿啊! 21 抹茶蛋糕会怀孕吗? 22 同学,你这样会吓坏老师的 23 这个姓氏很强势啊 24 天啊,你们上班准备都是这样的吗? 25 手速一快,差点就...  百度快照"
65,"在微信里搜索“哈哈哈”,记录最多的那个人竟是你的…赶快试试!",2017年10月20日,http://news.sina.com.cn/o/2017-09-27/doc-ifymeswe0336837.shtml,重庆时报网,"对不起没忍住哈哈哈哈哈哈。 假如你的生命只剩八年,你可以做高考三年模拟,假如你的生命只剩下五年,你可以做三年高考两年模拟,假如你的生命只剩下一个星期,你可以...  百度快照"
66,"...更新ins结果tag错了米粒,禹智皓你是不是喝了假酒?!哈哈哈哈哈哈",2017年10月20日,http://idol001.com/news/blockb/detail/59d1cdc07a11736b518b46c2/,搜狐教育,"哈哈哈! 好啦,今天说到这里,喜欢看,给我留言,改明咱继续,把后面那两个也给顺便讲了。 关注“老丁教乐高”微信订阅号,并点击“学”菜单,即可获得课程目录。...  百度快照"
67,"哈哈~100年前,人们竟然这样爬泰山……",2017年10月20日,http://news.eastday.com/eastday/13news/auto/news/china/20171003/u7ai7133770.html,重庆时报网,"哈哈谁来救救我的笑点。来源:趣头条2017-10-20路灯长在脑袋上。 哈哈哈哈哈哈哈哈哈哈哈哈哈哈谁来救救我的笑点。 全是套路,感觉智商不够用了,你可得长点心啊...  百度快照"
68,快乐家族模仿陈意涵哈哈哈隔空喊话:快来一起穿梭,2017年10月20日,http://ent.sina.com.cn/tv/zy/2017-09-28/doc-ifymkwwk6724080.shtml,重庆时报网,"一秒入睡!厉害了。 哎呀,少女象摔倒了,要亲亲抱抱举高高才起来。 ​​​​ 毫无违和感,超自然时尚发饰~你值得拥有! 此新闻来源于趣头条http://g1q.gn...  百度快照"
69,比彭于晏小时候还要彭于晏。。。[哈哈],2017年10月19日,http://www.cqtimes.cn/news/article/id/2349210/nowCat/242.html,新浪汽车,"由于鸟粪含有尿酸,尿酸微溶于水,其与水及其他废物一起排出的时候,会形成白色的晶体,这就是为什么鸟粪是白色的原因了。 可别以为白色是无害的象征。要知道,尿酸对...  百度快照"
70,“哈哈”竟代表“滚”? 网友:我天天都在骂人,2017年10月19日,http://digi.163.com/17/0927/15/CVBMP0HV001680N8.html,新浪新闻,"这两天,两条“陪孩子写作业,大人急到送医院”的朋友圈火了。 这两份特殊“病历”,来自一篇题为《老娘我做错了什么,要陪孩子做作业……》的文章下的评论,不少...  百度快照"
71,哈哈哈哈!妈妈烧的这锅黑乎乎的螃蟹刷屏了!网友:还没吃到大闸蟹的...,2017年10月19日,http://jinan.dzwww.com/qcxw/201710/t20171003_16212391.htm,东方网,"综合体育 东方体育 > 综合体育 > 网传西马五件套,看完我不厚道地笑了!哈哈哈哈哈哈哈哈哈哈哈 网传西马五件套,看完我不厚道地笑了!哈哈哈哈哈哈哈哈哈哈哈...  百度快照"
72,"【提醒】告诉你朋友,国庆千万不要来重庆旅游!哈哈哈哈哈哈哈",2017年10月19日,http://www.cqtimes.cn/news/article/id/2344341/nowCat/218.html,重庆时报网,"脑洞太大!差不多一个意思哈哈哈哈。 在体育赛场上,运动员流畅优美的动作让观众赏心悦目,如痴如醉。但是当时间定格在某个瞬间,也许你会看到不一样的画面…… ...  百度快照"
73,这就是国庆中秋长假的你!欢迎对号入座哈哈哈哈哈哈,2017年10月19日,http://www.henanjinrong.com/zx/hnyw/2017/1001/80966.html,重庆时报网,"哈哈哈实力宠妻和阅读理解满分。 小红和小明脑残对话。 给你们看看什么叫有中国特色的福利。 动物界的那些小婊砸,演技简直爆表啊! 被人类长期压在屁股下蹂躏的椅子...  百度快照"
74,哈哈哈哈哈晒一张让你尴尬到绝望的聊天记录,2017年10月19日,http://www.cqtimes.cn/news/article/id/2345833/nowCat/242.html,重庆时报网,"开学第一天,男生约女生打群架,哈哈哈,笑死我了来源:西瓜视频2017-10-19您的浏览器不支持video播放 此新闻来源于ixiguahttps://www.ixigua.com/group/...  百度快照"
75,你遇到的最搞笑的试卷答案是什么?哈哈哈哈哈笑出腹肌了!,2017年10月19日,http://www.cqtimes.cn/news/article/id/2341831/nowCat/242.html,青岛网络电视台,"失恋姑娘点了个外卖,结果竟收到……哈哈哈真是可爱又暖心啊2017-10-19 09:49 来源:山东商报 今天,小编刷微博的时候看到一个故事,瞬间被萌哭!!!↓↓↓ 有...  百度快照"
76,"看黄子韬的精分故事,得了一种哈哈哈停不下来的病!",2017年10月18日,http://www.1905.com/news/20170930/1221936.shtml,新浪新闻,"Mr_車車車車車車:哈哈哈。最后一句才是真理阿。 夫妻同心,齐力断金 o精戏精o:尾数是7+5,8+3,8+5什么的,我总要想好久 三百六十行,行行出状元!给厉害...  查看更多相关新闻>>  -  百度快照"
77,"...回家进门,妈妈给你说的第一句话是什么?简直不能太准了哈哈哈哈哈",2017年10月18日,http://sd.dzwww.com/sdnews/201709/t20170930_16493126.htm?pc,东方网,"为什么会成为焦点,因为长的真的太像克莱了,哈哈哈哈哈哈哈哈哈哈哈哈哈哈 有人调侃他是克莱的叔叔 球迷们都去和他合照 俨然网红的样子火箭...  百度快照"
78,"网友模仿陈意涵穿梭 被娇嗔的""哈哈哈""洗脑了",2017年10月18日,http://news.hsw.cn/system/2017/0929/912302.shtml?mobile=adRpI7Ck,武进新闻网,"爸爸也有一颗少女心哈哈哈哈哈 你的妈妈也是这样的吗? 哈哈哈哈哈哈哈!听说中国妈妈出门旅游,画风是这样的...  责编: jiangcaiting相关...  百度快照"
79,"王者荣耀:奇葩台词无缝对接,哈哈哈哈该吃药了!",2017年10月17日,http://sports.eastday.com/a/170928114530663887261.html,新浪新闻,"哈哈哈哈!新郎婚礼中途变身“奥特曼”,亲友笑喷!难道新娘是“小怪兽”……分享  2017年10月17日18:05 沈阳晚报 你都见过什么新奇的婚礼现场? 婚礼一般是这样的...  百度快照"
80,"看黄子韬的精分故事,得了一种哈哈哈停不下来的病!",2017年10月17日,http://www.1905.com/news/20170930/1221936.shtml,凤凰网,[囧图]人情味的公司?哈哈哈不存在的2017年10月17日 18:46:14来源:FUN来了 作者:饭团  用微信扫描二维码分享至好友和朋友圈 爸爸的梦想是拍一张自己的彩照这...  百度快照
81,"...回家进门,妈妈给你说的第一句话是什么?简直不能太准了哈哈哈哈哈",2017年10月17日,http://sd.dzwww.com/sdnews/201709/t20170930_16493126.htm?pc,重庆时报网,"哈哈哈哈哈哈哈哈哈哈哈哈哈哈是这个画面当你吃坏了肚子蹲坑的时候...生动形象!你家狗狗拉屎还打坐?这绝对不是什么很污的东西,真的只是一根高尔夫球棒...大海...  百度快照"
82,"网友模仿陈意涵穿梭 被娇嗔的""哈哈哈""洗脑了",2017年10月17日,http://news.hsw.cn/system/2017/0929/912302.shtml?mobile=adRpI7Ck,重庆时报网,"哈哈哈哈哈哈哈尴尬了我的鬼! 正能量满满的小故事,发家致富好方法。 男孩子心中一定要有个武侠梦,比如长头发! 分享一个在当地比较勇敢的粉丝。 别人掀刘海 vs...  查看更多相关新闻>>  -  百度快照"
83,"王者荣耀:奇葩台词无缝对接,哈哈哈哈该吃药了!",2017年10月17日,http://sports.eastday.com/a/170928114530663887261.html,重庆时报网,"哈哈哈笑出猪叫声! 作死是一种怎样的体验? 原来猫咪还可以这样玩!哈哈哈毫无违和感! ​ 套路玩的好才叫NB…… 世上无难事,只怕有心人哈哈哈…… ​​...  百度快照"
84,“哈哈”代表“滚”?网络时代社交有了新礼仪,2017年10月17日,http://it.people.com.cn/n1/2017/0927/c1009-29561699.html,重庆时报网,"哈哈哈!美术学院运动会比4×100速写接力?网友的脑洞又被打开了来源:辽沈晚报微信公众号2017-10-17这两天,鲁迅美术学院火了!原因么,是学校的运动会。 艺术家们的...  百度快照"
85,"萌漫丨哈哈,这就是我们恋爱的样子",2017年10月11日,http://www.81.cn/jlwh/2017-09/28/content_7772457.htm,新浪新闻,“呵呵”、“哈哈”的意思是“滚!”“呵呵呵”意思是好无聊要证明你真的在笑必须发“哈哈哈哈哈哈哈”02“我去吃饭了”、“我去洗澡了”一般是用来结束尴尬...  查看更多相关新闻>>  -  百度快照
86,"「作为一个99年实习生,我也有自己的10w 啦哈哈哈哈嗝」 | 唠氪儿",2017年10月16日,http://news.91.com/all/s59cb1b799d08.html,东方网,"球巨星费德勒有抽空来到了季前赛现场,并探访了勇士更衣室。 勇士主帅科尔透露克莱-汤普森当时问费德勒乒乓球打得怎么样,像是发起挑战好像要打一场一样,费德勒说很...  百度快照"
87,"中文太强大太可怕了,哈哈哈",2017年10月16日,http://www.wj001.com/news/jrwj/2017-09-26/1665052.html,重庆时报网,"哈哈,没谁了啊 呆呆的看着#萌宠# 大哥 你的笑容给你打100分 我狠起来连自己都打 能不能不逗我了? 此新闻来源于1点资讯APP搞笑http://i1.go2yd.com/...  查看更多相关新闻>>  -  百度快照"
88,"只想知道你们中秋节发什么,因为我们单位只发了这个……哈哈哈",2017年10月16日,http://news.sina.com.cn/o/2017-09-22/doc-ifymenmt6226474.shtml,重庆时报网,"这哥们实在太有喜感啦哈哈,你如此之屌请收下我的膝盖! 女汉子们都是从小养成滴。 哈哈哈骚年你TT玩这么好你女友她造吗??? 可愿皈依我佛? 用这招整人也太狠...  百度快照"
89,"iPhone 8今天开售,现场的状况却…哈哈,感觉最尴尬的就是这些栏杆了",2017年10月10日,http://news.163.com/17/0922/13/CUUKQ6MF00018AOR.html,新浪新闻,"看了上述“戏精”一家的欢乐家庭群,网友纷纷表示不服:谁家没有个哈哈哈哈的家庭群是咋地? 各地家庭群火速赶来参赛—— 微信编辑器 构思编辑器 中老年长辈聚集...  百度快照"
90,"...]170924 表泰真的是要笑死我们的节奏,泼你哥水的后果哈哈哈哈哈!",2017年10月16日,http://idol001.com/news/blockb/detail/59c7263e7a117389708b464d/,重庆时报网,"用绳命再拍照的少年!!吓尿了~[哈哈] 转来源:趣头条2017-10-16南美洲+非洲= 用绳命再拍照的少年!!吓尿了~[哈哈] 转 根本没办法做到一视同仁好吗?! 主人,...  百度快照"
91,"民谣眼中的嘻哈,流行眼中的摇滚…哈哈哈这段2分钟视频承包了我...",2017年10月15日,http://news.sina.com.cn/o/2017-09-20/doc-ifymenmt5664930.shtml,重庆时报网,"家有大猫,冬天可以取暖,还可以陪你!!![哈哈]「转」英国最近多处洪水又大风,摄影师Sophie Dale在泽西岛岸边拍到一只被风吹站起的狗,一脸惶恐【英国时报...  百度快照"
92,笑喷!比傅园慧更敢说的运动员来了!一句话把记者都逼疯了哈哈哈,2017年10月16日,http://news.sina.com.cn/o/2017-09-21/doc-ifymeswc8974847.shtml,重庆时报网,"哈哈哈想想有点萌! 哈哈哈哈哈不懂粤语的我差点想歪了…… 日本小哥表示28岁了都没交过女友,只能将自己当成自己女朋友了…… 此新闻来源于趣头条http://g1q....  百度快照"
93,浦发牵手开心麻花 发布开心信用卡 谁用谁开心哈哈哈哈,2017年10月16日,http://credit.cngold.org/c/2017-09-27/c5358655.html,华声晨报网,"哈哈,可见沟通不到位,一切都白费! 亲切的称呼 跟随旅游团出去旅游,在导游的带动下,车上朋友们聊的轻松愉快!席间,导游自我介绍,大家叫我小王就行! 团里有个日本...  百度快照"
94,"某些爸妈啊,生个娃是拿来搞笑的「哈哈」",2017年10月12日,http://www.cqtimes.cn/news/article/id/2338475/nowCat/242.html,新浪,"哈哈哈笑疯了!,竟然听出了一种未来感 按住此条可拖动相关视频 猜你喜欢 新闻- 热门视频 正在加载...请稍等~ 收藏 分享到: ...  百度快照"
95,哈哈哈!小时候看过的动画片里竟藏着这么多秘密!,2017年10月14日,http://news.sina.com.cn/o/2017-09-21/doc-ifymenmt5959222.shtml,重庆时报网,哈哈哈哈哈哈哈哈哈哈哈上厕所的奇葩逗事来源:趣头条2017-10-14一些更烂的段子 哈哈哈哈哈哈哈哈哈哈哈上厕所的奇葩逗事 你职业生涯中最难忘的误操作。层层领导...  百度快照
96,如果房地产商在一个班级 太有意思了!哈哈哈哈哈哈,2017年10月13日,http://stock.10jqka.com.cn/20170925/c600589742.shtml,重庆时报网,"分享一位可爱加萌的爸爸哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈。 我仿佛听到了美妙的音乐~~~ 我的 亲爹P图,满满都是爱。 蛇是这样爬...  百度快照"
97,又一个把记者逼疯的冠军来啦!哈哈哈……瞎说什么大实话,2017年10月13日,http://news.sina.com.cn/o/2017-09-20/doc-ifykynia8598440.shtml,重庆时报网,热点|千万别屏蔽这些人的朋友圈!哈哈哈哈哈哈哈哈哈哈哈哈哈哈来源:米娜2017-10-13漫画来源:少女兔(ID:mh4565) 太忙没空看?那都不是大事儿!  此新闻来源于...  百度快照
98,"哈哈, 大货司机也是个牛人! 话说这个违章吗?",2017年10月13日,http://auto.sina.com.cn/j_kandian.d.html?docid=fykyfwq8360241&subch=bauto,重庆时报网,"哈哈哈哈笑死,你们也是操碎了心。来源:趣头条2017-10-13哈哈哈哈笑死,你们也是操碎了心。 脑子被门夹了,可能就是这扇门干的。 对自己好一点,也对身边的人好...  百度快照"
99,[MONSTA X][分享]170920 基贤对于芒叉中外貌顺位的回答!哈哈哈哈!,2017年10月14日,http://idol001.com/news/7073/detail/59c1fef77a11738d098b47b9/,东方网,"美术风格所吸引。 画的冲动也就油然而生, 画的好、玩的不好不要哭。 但画的差的, 有木有想过你的绘画生涯…… 比如下面这位。 ▽ ▲ 很完美的将兔女郎...  百度快照"
100,哈哈哈!河北那个9元打车费付了7000多的乘客找到了,2017年10月10日,http://hb.jjj.qq.com/a/20170922/006115.htm,凤凰网,"原标题:笑抽的插画作品,哈哈哈哈哈脑洞炸了!有些插画师的脑洞哦真的是突破天际为什么就做了插画师呢1莫言哭晕在厕所2这是在给天猫代言吗3原来是这东西是这个...  百度快照"
101,"一件事情证明薛之谦是真深情,哈哈哈看完我都笑哭了!",2017年10月15日,http://www.cqtimes.cn/news/article/id/2326823/nowCat/175.html,重庆时报网,"这俩小辫太魔性了,哈哈哈! 继风油精后的又一作死,又有人发起的作死挑战:碳酸水泡丁丁。活着不好吗? 企鹅脱毛,它悲剧了。 腿短了没关系。 你看你给我咬的,你...  百度快照"
102,"萌哈哈: PLA安心计划,让婴幼儿放心餐",2017年10月13日,http://yuer.pcbaby.com.cn/384/3841286.html,重庆时报网,"哈哈哈,这个吹瓶子我服! 你知道怎么穿吗? ​​​​ 有没有清醒? 此景只限梦中有。 本喵的胡须摸不得! 求此时西瓜的感受。 印尼原住民的出行工具,怎么...  百度快照"
103,妹子们的王者荣耀快捷回复!我内心受到暴击哈哈,2017年10月12日,http://sports.eastday.com/a/170920144901368524805.html,重庆时报网,"和宠物换个位置。哈哈哈~来源:趣头条2017-10-12丰收的喜悦。 ​ 敢跟哈士奇比蠢? 和宠物换个位置。哈哈哈~ 细细品味一下~ 想必很多人都知道了,任天堂为...  百度快照"
104,"哈哈、美美、羊羊、骑骑、鹭鹭……崇明旅游五大“IP”变身吉祥物,...",2017年10月13日,http://www.jfdaily.com/news/detail?id=65474,大众网,"有哈哈大笑的,还有掉头就跑的。10月12日凌晨2时许,交警二大队民警周翌在龙蟠中路路口开展酒驾整治,这时由南往北有辆小车突然一个掉头,想要逆向行驶,但由于后方来...  查看更多相关新闻>>  -  百度快照"
105,哈哈哈,2017年10月14日,http://cq.cbg.cn/ycxwsp/ycxwsp2017/0918/9067279.shtml,重庆时报网,一分钱一分货啊骚年哈哈哈 你这是在拿自己生命开玩笑~来源:趣头条2017-10-14一分钱一分货啊骚年哈哈哈 你这是在拿自己生命开玩笑~ 太佩服这哥们儿的毅力![...  百度快照
106,警情通报为啥用蓝底白字?哈哈哈警察蜀黍的回答让我瞎了!,2017年10月14日,http://news.hbtv.com.cn/p/957753.html,重庆时报网,"哈哈哈……狗狗为了捡屎官少弯点腰,真是操碎了心。来源:趣头条2017-10-14你咋这么会睡呢! 哈哈哈……狗狗为了捡屎官少弯点腰,真是操碎了心。 来看看那些...  百度快照"
107,"...太有趣了,文俊辉相关的官博日常可以总结为以下几点,哈哈哈哈!",2017年10月13日,http://idol001.com/news/seventeen/detail/59bf3da27a1173d8638b47f4/,重庆时报网,"骚年你如果不作死我们还能是好基友,哈哈哈哈哈哈看一次笑一次!!来源:趣头条2017-10-13骚年你如果不作死我们还能是好基友,哈哈哈哈哈哈看一次笑一次!! 联盟还能玩...  百度快照"
108,"哈哈哈,过节开不开心,就看他了",2017年10月14日,http://zj.zjol.com.cn/news/754898.html,重庆时报网,"哈哈哈昨天看到“郑恺北京两套房被嫌穷”的话题,我还以为自己打开了一个假的微博。 腾空飞来的热搜很尬是没错了,但剧中上海丈母娘还是成功引起了我的注意,我的...  百度快照"
109,黄子韬这熊孩子是不是有毒?看他的微博故事我可以笑一整天哈哈哈,2017年10月10日,http://www.cqtimes.cn/news/article/id/2321930/nowCat/175.html,武进新闻网,“你被怼的最惨的一次是哪次?” 不得不佩服网友们的机智 哈哈哈哈哈哈感受下: ▼ @战阿囍: emmmmmm @十英寸的英: 图片评论 @DASHIREN: 哈哈哈哈哈哈哈哈哈哈  百度快照
110,[Block B][新闻]170916 我脸哥疯起来可是连自己都会diss的哈哈哈...,2017年10月10日,http://idol001.com/news/blockb/detail/59bcb6387a1173a12e8b47df/,重庆时报网,"哈哈哈哈这表情简直到位! 这种天气没有什么是一顿火锅不能解决的,如果有,那就是没钱吃火锅。 卧槽,这年头谈个恋爱真心不容易! 卧槽,论发型对一个人的重要性...  百度快照"
111,无力反驳!男人和女人眼中的世界差别有多大?哈哈哈哈,2017年10月10日,http://news.sina.com.cn/o/2017-09-14/doc-ifykyfwq7199841.shtml,重庆时报网,"哈哈哈,是你。来源:趣头条2017-10-10哈哈哈,是你。 男生对于女生污是什么态度? 望周知。 来,大家一起high! 剁手少女的日常。 空间看到这个笑抽了,每只二哈...  查看更多相关新闻>>  -  百度快照"
112,哈登:周琦得拎包跑腿打扫卫生 这就是菜鸟哈哈,2017年10月09日,http://sports.163.com/17/0915/14/CUCODU5U0005877U.html,新蓝网,这个视频简直有毒 好想打他哈哈哈新蓝网·浙江网络广播电视台2017-10-09 15:30评论A-A+下载客户端:核心提示: 来源:新蓝网·浙江网络广播电视台编辑:孟佳江 ...  百度快照
113,"妈妈告诉儿子们肚里宝宝的性别,俩人反应大不同!哈哈哈笑到变形",2017年10月09日,http://www.hscbw.com/a/2017/0918/64604.html,网易河南站,"(原标题:没有河南的,哈哈 ...)  没有河南的,哈哈  本文来源:糗事百科 责任编辑:王晓易_NE0011  分享到:  易信  微信  QQ空间  微博  更多  用微信扫码...  查看更多相关新闻>>  -  百度快照"
114,当男人和女人都想要买一条牛仔裤时……哈哈哈哈哈哈!没毛病!,2017年10月09日,http://news.sina.com.cn/o/2017-09-14/doc-ifykyfwq7250013.shtml,新蓝网,原谅我发出了拖拉机般的笑声 啊哈哈哈新蓝网·浙江网络广播电视台2017-10-09 15:30评论A-A+下载客户端:核心提示: 来源:新蓝网·浙江网络广播电视台编辑:孟佳江...  百度快照
115,"李荣浩演唱会突然亲吻女友,杨丞琳的脸都被吻到变形了哈哈哈!",2017年10月08日,http://www.happyjuzi.com/gossip/152037.html,重庆时报网,"哈哈哈哈哈 怀念前桌宽阔的肩膀 肯定是外国人就对了 赌一根辣条,放水了 好销售手段,脑段?! 自作虐 你这么屌,信不信我悄悄的去告诉你父母! 你这打扫的太...  百度快照"
116,"这波猝不及防的神回复,哈哈哈哈,够我笑两天!",2017年10月09日,http://www.cqtimes.cn/news/article/id/2316155/nowCat/242.html,东方网,"重磅炸弹!曝梅西将再次退出阿根廷队,这次真伤心了,C罗哈哈笑2017-10-09 15:15:15 家乡足球据西班牙《足球先生》网站最新报道,如果阿根廷遭淘汰无缘世界杯决赛圈...  百度快照"
117,"刚开学,“儿臣”的账单与“额娘”的神回复火了!哈哈哈哈哈哈哈,这...",2017年10月10日,http://news.sina.com.cn/o/2017-09-13/doc-ifykyfwq6926597.shtml,重庆时报网,"哈哈哈。小清新勿入哦! 有人说,“官”字应这么写。 新船是这样下水的。好刺激。 中枪。 一百多年前美国旧金山唐人街的样子...若不是有当时作者的注解,还真...  百度快照"
118,"“iPhone8发布后段子合辑, 哈哈哈哈哈哈哈哈哈哈嗝”",2017年10月07日,http://www.chinaz.com/mobile/2017/0913/804271.shtml,重庆时报网,"哈哈哈哈虽然很作死,但是看着好爽! 列支敦斯登,一个萌萌的,没有存在感,整个国家都出租的小富国 早知道不钻出来了! 【究级肌肉牛比利时兰牛(Belgian Blue)】通过...  百度快照"
119,"多年未见的好友聊天记录曝光,哈哈哈哈…内容太现实!!!",2017年10月07日,http://news.sina.com.cn/o/2017-09-11/doc-ifyktzim9559468.shtml,重庆时报网,"哈哈哈,真的如此吗? ​​​​ 活着不好吗? 分享一枚睡美男。 ​​​​ 老婆打扫房间,一不小心发现我的私房钱了…… 主人给猫咪洗澡后,用吹风机...  百度快照"
